Colegio,Localidad,Estrato,Puntaje_Lenguaje,Puntaje_Matematicas,Puntaje_Ciencias,Puntaje_Sociales,Puntaje_Ingles,Acceso_Internet_Hogar_x,Repitente,Genero,Puntaje_Global,Poblacion_Total,Ingreso_Promedio,Indice_Pobreza,Tasa_Desempleo,Nivel_Educativo_Promedio,Cobertura_Salud,Indice_Calidad_Vida,Tasa_Asistencia,Horas_Estudio
Colegio_15,Los Mártires,1,67.3,49.9,63.6,55.6,62.9,1,1,M,59.9,324447,1274484,23.8,8.6,9.0,86.0,27.6,83.0,12.7
Colegio_7,Sumapaz,6,38.7,43.6,62.6,48.7,46.9,1,1,M,48.1,344465,1626165,19.6,7.6,8.7,85.7,34.7,79.7,2.5
Colegio_33,Teusaquillo,2,45.7,51.5,46.2,57.3,50.0,1,1,M,50.1,194327,2990383,5.1,7.0,10.5,94.4,90.1,76.0,13.5
Colegio_34,Chapinero,1,53.5,49.8,60.6,46.0,68.6,0,0,F,55.7,153158,2764676,5.3,7.4,10.3,96.3,83.6,89.8,6.5
Colegio_4,Barrios Unidos,4,70.3,88.3,77.5,31.3,68.0,1,0,M,67.1,246732,2464266,14.4,8.9,10.2,88.7,70.4,91.9,13.7
Colegio_1,Bosa,5,62.3,50.9,37.3,55.6,60.6,1,1,F,53.4,748890,1774895,15.5,7.8,9.2,86.0,44.0,75.4,1.4
Colegio_14,Rafael Uribe Uribe,4,53.4,48.8,52.3,48.9,49.0,0,1,F,50.5,222600,1728859,20.1,7.0,8.9,84.2,37.8,87.8,3.5
Colegio_31,Chapinero,3,62.6,63.3,54.0,60.1,81.4,1,0,M,64.3,153158,2764676,5.3,7.4,10.3,96.3,83.6,80.7,17.1
Colegio_38,San Cristóbal,3,78.1,77.9,75.6,49.8,75.1,1,1,F,71.3,404902,1665631,20.3,10.8,9.1,86.7,40.2,91.1,4.5
Colegio_20,Tunjuelito,4,51.0,45.0,60.1,53.6,35.6,0,1,M,49.1,270499,1603700,19.6,10.3,9.7,89.3,44.5,79.4,16.7
Colegio_3,Suba,5,68.7,53.1,49.9,85.8,71.7,1,1,F,65.8,829007,2455432,8.3,7.4,10.2,87.3,75.0,92.3,5.6
Colegio_35,Fontibón,3,62.4,46.7,35.6,65.4,27.4,1,0,F,47.5,475856,2414409,10.7,7.7,9.3,88.8,61.6,84.7,12.9
Colegio_33,Puente Aranda,3,70.0,69.7,46.7,73.5,58.4,0,1,M,63.6,246116,1732058,14.5,8.9,9.4,88.2,41.2,98.4,13.9
Colegio_15,Suba,4,56.8,63.8,45.7,50.7,66.0,0,1,F,56.6,829007,2455432,8.3,7.4,10.2,87.3,75.0,78.4,10.3
Colegio_3,Usme,4,46.7,62.8,40.6,55.3,38.3,1,1,M,48.8,495408,1505279,18.8,9.0,9.8,86.0,41.1,83.5,6.1
Colegio_28,La Candelaria,4,42.5,45.1,43.6,45.7,48.8,1,1,M,45.1,171142,1311336,23.8,11.6,9.2,84.1,30.3,77.8,4.3
Colegio_27,Chapinero,2,52.7,56.4,60.2,62.4,33.2,1,1,F,53.0,153158,2764676,5.3,7.4,10.3,96.3,83.6,98.1,0.7
Colegio_33,Bosa,3,42.9,68.3,54.2,47.3,52.2,1,1,M,53.0,748890,1774895,15.5,7.8,9.2,86.0,44.0,96.9,6.1
Colegio_19,Ciudad Bolívar,3,37.8,74.1,43.7,71.0,76.3,0,1,M,60.6,633863,1673046,16.4,8.8,9.0,92.3,36.4,81.4,13.1
Colegio_33,Antonio Nariño,4,83.1,51.6,52.4,84.9,56.0,1,0,F,65.6,179797,1489362,18.5,9.3,8.2,83.7,26.2,91.5,18.8
Colegio_31,Ciudad Bolívar,4,43.8,61.8,58.1,49.0,50.5,1,1,M,52.7,633863,1673046,16.4,8.8,9.0,92.3,36.4,95.4,17.4
Colegio_4,Bosa,1,49.2,67.4,44.2,56.3,31.6,1,1,F,49.8,748890,1774895,15.5,7.8,9.2,86.0,44.0,88.9,15.3
Colegio_32,Los Mártires,2,56.6,58.4,44.9,53.6,65.8,1,1,F,55.9,324447,1274484,23.8,8.6,9.0,86.0,27.6,88.2,15.8
Colegio_28,Teusaquillo,1,76.6,68.6,59.0,67.2,60.2,1,0,F,66.3,194327,2990383,5.1,7.0,10.5,94.4,90.1,81.0,13.3
Colegio_16,Tunjuelito,1,63.0,31.8,60.2,56.4,27.2,0,1,M,47.7,270499,1603700,19.6,10.3,9.7,89.3,44.5,77.3,5.2
Colegio_28,Tunjuelito,3,71.7,62.5,46.2,79.0,63.1,1,1,M,64.5,270499,1603700,19.6,10.3,9.7,89.3,44.5,97.4,18.1
Colegio_15,Antonio Nariño,1,57.1,55.9,54.2,57.0,60.3,1,1,M,56.9,179797,1489362,18.5,9.3,8.2,83.7,26.2,97.5,13.4
Colegio_22,Suba,4,55.4,64.8,63.4,39.2,40.1,1,1,M,52.6,829007,2455432,8.3,7.4,10.2,87.3,75.0,90.8,11.2
Colegio_31,Usaquén,3,57.6,81.1,60.7,58.1,43.6,1,1,F,60.2,342004,3238341,5.0,7.2,10.1,93.8,94.4,83.5,2.2
Colegio_21,Sumapaz,4,69.7,64.3,39.1,47.7,34.4,1,1,M,51.1,344465,1626165,19.6,7.6,8.7,85.7,34.7,83.7,8.9
Colegio_32,Barrios Unidos,3,44.3,35.8,52.3,42.3,44.8,1,1,F,43.9,246732,2464266,14.4,8.9,10.2,88.7,70.4,93.1,9.2
Colegio_7,Bosa,5,47.9,43.0,47.8,56.6,54.4,1,1,M,50.0,748890,1774895,15.5,7.8,9.2,86.0,44.0,97.4,17.3
Colegio_33,Rafael Uribe Uribe,5,66.2,63.7,46.5,61.8,66.2,1,1,F,60.9,222600,1728859,20.1,7.0,8.9,84.2,37.8,97.2,10.9
Colegio_8,Sumapaz,3,71.8,64.3,45.3,58.1,49.1,1,1,M,57.7,344465,1626165,19.6,7.6,8.7,85.7,34.7,94.5,7.6
Colegio_14,Fontibón,2,37.6,75.9,36.2,38.5,44.3,0,1,F,46.5,475856,2414409,10.7,7.7,9.3,88.8,61.6,91.1,19.5
Colegio_25,Santa Fe,2,49.2,66.0,81.8,47.9,69.8,1,0,M,62.9,339318,1479614,21.0,9.6,9.4,85.8,37.6,77.1,2.2
Colegio_32,Antonio Nariño,5,61.0,43.8,54.4,59.7,48.8,1,1,F,53.5,179797,1489362,18.5,9.3,8.2,83.7,26.2,79.0,8.5
Colegio_28,Teusaquillo,4,62.3,82.2,70.6,49.3,40.0,1,1,M,60.9,194327,2990383,5.1,7.0,10.5,94.4,90.1,97.5,0.8
Colegio_2,Engativá,2,69.3,51.1,57.0,74.6,62.9,1,1,M,63.0,945826,2815166,9.2,8.6,10.2,91.6,85.3,90.2,14.8
Colegio_17,Santa Fe,4,72.4,58.5,23.3,59.5,68.5,1,1,M,56.4,339318,1479614,21.0,9.6,9.4,85.8,37.6,75.2,18.4
Colegio_27,Usaquén,3,50.0,47.0,59.8,33.2,65.0,1,0,M,51.0,342004,3238341,5.0,7.2,10.1,93.8,94.4,77.5,5.6
Colegio_2,Engativá,2,68.3,63.9,79.7,55.2,67.0,1,0,M,66.8,945826,2815166,9.2,8.6,10.2,91.6,85.3,91.6,17.2
Colegio_8,Engativá,4,44.6,73.6,54.9,46.7,72.6,1,1,M,58.5,945826,2815166,9.2,8.6,10.2,91.6,85.3,75.1,5.8
Colegio_38,Barrios Unidos,4,67.7,72.5,48.9,56.1,48.8,1,1,M,58.8,246732,2464266,14.4,8.9,10.2,88.7,70.4,79.0,18.2
Colegio_20,Chapinero,5,52.9,55.8,49.5,65.1,60.9,1,1,M,56.8,153158,2764676,5.3,7.4,10.3,96.3,83.6,88.7,15.1
Colegio_37,Fontibón,5,60.4,55.0,52.0,32.3,53.1,0,1,M,50.6,475856,2414409,10.7,7.7,9.3,88.8,61.6,92.3,16.1
Colegio_21,San Cristóbal,3,64.4,64.3,72.0,41.6,57.5,0,1,F,60.0,404902,1665631,20.3,10.8,9.1,86.7,40.2,91.3,0.4
Colegio_26,Kennedy,2,65.6,52.2,48.8,50.1,69.2,1,1,M,57.2,1011301,1855181,16.9,8.3,9.3,88.9,49.2,80.6,19.3
Colegio_31,Bosa,4,59.5,67.4,40.3,61.1,53.2,1,1,F,56.3,748890,1774895,15.5,7.8,9.2,86.0,44.0,92.8,14.5
Colegio_20,Antonio Nariño,2,58.9,71.4,61.1,72.2,64.7,1,0,M,65.7,179797,1489362,18.5,9.3,8.2,83.7,26.2,80.9,6.1
Colegio_6,Los Mártires,4,39.9,59.7,74.0,69.8,65.7,0,0,F,61.8,324447,1274484,23.8,8.6,9.0,86.0,27.6,83.1,16.6
Colegio_15,Chapinero,2,60.4,48.7,40.0,39.1,63.0,1,1,F,50.2,153158,2764676,5.3,7.4,10.3,96.3,83.6,93.7,5.6
Colegio_1,Puente Aranda,3,47.3,54.6,83.7,60.5,66.7,1,1,M,62.6,246116,1732058,14.5,8.9,9.4,88.2,41.2,91.2,17.5
Colegio_26,Barrios Unidos,1,49.1,71.7,49.8,59.0,61.6,1,1,M,58.3,246732,2464266,14.4,8.9,10.2,88.7,70.4,96.2,2.3
Colegio_29,Fontibón,3,59.9,91.0,72.8,53.1,47.7,1,1,M,64.9,475856,2414409,10.7,7.7,9.3,88.8,61.6,91.4,14.1
Colegio_2,Bosa,2,74.1,64.8,58.3,62.5,48.3,0,0,M,61.6,748890,1774895,15.5,7.8,9.2,86.0,44.0,89.2,10.8
Colegio_22,Suba,6,66.9,48.1,65.5,46.5,55.1,1,1,F,56.4,829007,2455432,8.3,7.4,10.2,87.3,75.0,77.3,1.9
Colegio_29,Tunjuelito,3,54.2,46.8,59.6,51.2,59.7,1,1,F,54.3,270499,1603700,19.6,10.3,9.7,89.3,44.5,84.2,4.8
Colegio_9,Los Mártires,4,52.7,55.7,53.5,70.4,74.7,1,1,F,61.4,324447,1274484,23.8,8.6,9.0,86.0,27.6,81.6,0.2
Colegio_21,Teusaquillo,5,46.4,66.4,28.4,62.5,50.7,1,1,F,50.9,194327,2990383,5.1,7.0,10.5,94.4,90.1,81.1,9.4
Colegio_32,Fontibón,1,55.7,39.7,20.1,24.2,55.3,1,1,M,39.0,475856,2414409,10.7,7.7,9.3,88.8,61.6,99.3,6.0
Colegio_32,Usaquén,4,27.1,56.9,57.2,55.9,46.8,1,1,F,48.8,342004,3238341,5.0,7.2,10.1,93.8,94.4,84.8,12.0
Colegio_40,Ciudad Bolívar,3,53.5,62.9,52.3,42.6,51.3,0,0,M,52.5,633863,1673046,16.4,8.8,9.0,92.3,36.4,97.3,5.9
Colegio_26,Los Mártires,2,47.3,64.7,62.3,75.1,68.4,1,1,F,63.6,324447,1274484,23.8,8.6,9.0,86.0,27.6,90.8,6.0
Colegio_13,Barrios Unidos,4,53.0,56.2,34.1,66.7,52.6,1,1,M,52.5,246732,2464266,14.4,8.9,10.2,88.7,70.4,94.9,14.9
Colegio_3,Teusaquillo,2,36.9,37.9,46.5,51.8,55.0,0,0,F,45.6,194327,2990383,5.1,7.0,10.5,94.4,90.1,87.6,1.0
Colegio_32,Rafael Uribe Uribe,3,50.0,73.2,52.5,67.0,76.1,1,0,M,63.8,222600,1728859,20.1,7.0,8.9,84.2,37.8,89.4,18.1
Colegio_33,Santa Fe,4,72.9,72.4,68.6,48.1,40.2,1,1,F,60.4,339318,1479614,21.0,9.6,9.4,85.8,37.6,87.3,17.0
Colegio_33,Fontibón,3,57.3,57.3,66.4,66.0,65.5,1,0,F,62.5,475856,2414409,10.7,7.7,9.3,88.8,61.6,79.9,13.4
Colegio_13,Barrios Unidos,3,41.6,50.2,37.7,58.9,62.2,1,1,F,50.1,246732,2464266,14.4,8.9,10.2,88.7,70.4,93.1,11.9
Colegio_6,Suba,4,49.5,53.1,43.4,63.9,67.3,0,1,M,55.4,829007,2455432,8.3,7.4,10.2,87.3,75.0,82.0,17.8
Colegio_4,Usme,2,56.6,51.7,60.0,37.2,49.6,0,1,F,51.0,495408,1505279,18.8,9.0,9.8,86.0,41.1,75.6,3.7
Colegio_38,Kennedy,4,27.6,57.6,58.3,59.0,39.2,0,1,F,48.3,1011301,1855181,16.9,8.3,9.3,88.9,49.2,91.1,1.6
Colegio_6,Usaquén,3,83.3,60.1,58.2,45.5,75.1,1,1,F,64.4,342004,3238341,5.0,7.2,10.1,93.8,94.4,79.4,4.8
Colegio_3,Fontibón,5,58.1,39.8,72.8,49.5,31.4,1,1,F,50.3,475856,2414409,10.7,7.7,9.3,88.8,61.6,98.5,15.9
Colegio_27,Teusaquillo,4,58.1,36.7,60.7,51.3,53.5,1,1,M,52.0,194327,2990383,5.1,7.0,10.5,94.4,90.1,98.8,0.7
Colegio_40,Fontibón,1,64.4,52.1,64.4,51.6,49.3,1,1,F,56.4,475856,2414409,10.7,7.7,9.3,88.8,61.6,97.9,11.7
Colegio_20,Engativá,2,61.7,56.9,65.7,49.4,61.3,1,0,F,59.0,945826,2815166,9.2,8.6,10.2,91.6,85.3,84.3,19.9
Colegio_18,San Cristóbal,4,72.3,38.8,50.1,55.8,34.5,0,1,M,50.3,404902,1665631,20.3,10.8,9.1,86.7,40.2,75.4,17.1
Colegio_20,Fontibón,2,75.4,58.7,38.4,57.7,40.0,1,0,M,54.0,475856,2414409,10.7,7.7,9.3,88.8,61.6,98.2,10.4
Colegio_30,Los Mártires,1,45.2,68.0,78.8,45.6,40.0,1,1,M,55.5,324447,1274484,23.8,8.6,9.0,86.0,27.6,85.7,1.3
Colegio_10,Puente Aranda,4,31.7,49.3,57.7,50.8,59.5,1,1,F,49.8,246116,1732058,14.5,8.9,9.4,88.2,41.2,99.2,16.6
Colegio_23,Suba,4,34.6,66.8,45.9,56.9,35.9,0,0,F,48.0,829007,2455432,8.3,7.4,10.2,87.3,75.0,99.1,12.0
Colegio_3,Sumapaz,2,81.4,44.9,44.7,71.3,34.3,0,1,F,55.3,344465,1626165,19.6,7.6,8.7,85.7,34.7,96.3,2.3
Colegio_9,Usaquén,4,42.1,60.6,64.2,49.2,69.7,0,1,F,57.1,342004,3238341,5.0,7.2,10.1,93.8,94.4,82.4,1.9
Colegio_19,Los Mártires,4,73.1,42.0,35.6,68.7,65.3,1,1,F,56.9,324447,1274484,23.8,8.6,9.0,86.0,27.6,84.6,18.2
Colegio_36,Suba,5,42.2,52.6,31.1,41.6,61.2,1,1,F,45.8,829007,2455432,8.3,7.4,10.2,87.3,75.0,96.3,13.4
Colegio_40,Usme,1,70.6,40.3,42.7,45.4,26.6,1,0,M,45.1,495408,1505279,18.8,9.0,9.8,86.0,41.1,82.9,16.6
Colegio_27,Los Mártires,2,70.4,54.2,82.2,59.1,33.4,1,0,F,59.9,324447,1274484,23.8,8.6,9.0,86.0,27.6,79.2,17.6
Colegio_28,Rafael Uribe Uribe,3,57.8,61.7,65.9,61.6,41.0,0,1,M,57.6,222600,1728859,20.1,7.0,8.9,84.2,37.8,88.9,11.4
Colegio_8,Usme,4,47.4,71.2,67.9,43.8,38.2,1,1,M,53.7,495408,1505279,18.8,9.0,9.8,86.0,41.1,98.4,10.3
Colegio_8,Puente Aranda,3,68.8,45.6,51.5,41.7,59.7,1,1,M,53.5,246116,1732058,14.5,8.9,9.4,88.2,41.2,92.4,8.6
Colegio_18,Los Mártires,3,48.4,50.0,60.3,78.0,50.1,1,1,F,57.4,324447,1274484,23.8,8.6,9.0,86.0,27.6,89.3,6.3
Colegio_21,La Candelaria,3,73.7,33.7,58.7,57.0,59.3,0,1,F,56.5,171142,1311336,23.8,11.6,9.2,84.1,30.3,77.4,8.7
Colegio_13,Usme,3,48.0,62.0,53.1,45.6,45.9,1,1,F,50.9,495408,1505279,18.8,9.0,9.8,86.0,41.1,90.4,15.5
Colegio_27,Los Mártires,3,71.6,44.3,54.4,61.6,27.9,1,1,M,52.0,324447,1274484,23.8,8.6,9.0,86.0,27.6,99.8,12.0
Colegio_40,Santa Fe,4,46.7,44.5,52.8,71.4,38.4,1,1,F,50.8,339318,1479614,21.0,9.6,9.4,85.8,37.6,78.5,17.9
Colegio_16,Fontibón,1,46.1,53.5,49.5,69.9,57.4,0,1,M,55.3,475856,2414409,10.7,7.7,9.3,88.8,61.6,88.0,8.9
Colegio_40,Suba,3,63.5,69.6,55.2,39.0,71.8,1,1,F,59.8,829007,2455432,8.3,7.4,10.2,87.3,75.0,96.9,12.1
Colegio_9,San Cristóbal,3,55.2,44.0,48.3,46.8,63.2,0,1,M,51.5,404902,1665631,20.3,10.8,9.1,86.7,40.2,93.5,12.6
Colegio_27,Kennedy,3,62.7,68.8,52.0,45.6,51.1,0,1,F,56.1,1011301,1855181,16.9,8.3,9.3,88.9,49.2,92.4,11.8
Colegio_17,Ciudad Bolívar,4,88.5,63.9,48.8,58.5,59.5,1,1,F,63.8,633863,1673046,16.4,8.8,9.0,92.3,36.4,92.6,14.1
Colegio_3,Usme,1,43.9,55.5,50.6,54.5,57.3,1,1,M,52.4,495408,1505279,18.8,9.0,9.8,86.0,41.1,84.0,4.7
Colegio_4,Los Mártires,2,50.8,65.8,61.6,40.9,55.7,0,1,F,55.0,324447,1274484,23.8,8.6,9.0,86.0,27.6,82.3,10.2
Colegio_40,Teusaquillo,3,56.6,54.6,66.8,46.8,45.9,1,0,F,54.2,194327,2990383,5.1,7.0,10.5,94.4,90.1,95.2,2.1
Colegio_1,Chapinero,4,42.4,41.4,51.9,47.5,52.1,1,1,F,47.1,153158,2764676,5.3,7.4,10.3,96.3,83.6,95.3,7.7
Colegio_14,Sumapaz,2,35.2,55.1,60.4,38.5,49.9,1,1,F,47.8,344465,1626165,19.6,7.6,8.7,85.7,34.7,96.7,9.8
Colegio_8,Tunjuelito,2,44.0,53.2,58.2,70.3,52.0,0,1,F,55.5,270499,1603700,19.6,10.3,9.7,89.3,44.5,97.8,13.0
Colegio_7,Teusaquillo,4,63.9,41.2,60.7,52.8,37.0,1,1,F,51.1,194327,2990383,5.1,7.0,10.5,94.4,90.1,87.8,19.0
Colegio_30,Tunjuelito,4,46.5,67.4,55.2,49.9,53.9,1,1,M,54.6,270499,1603700,19.6,10.3,9.7,89.3,44.5,87.5,12.0
Colegio_25,Barrios Unidos,3,46.6,45.6,52.1,71.7,43.2,0,1,F,51.8,246732,2464266,14.4,8.9,10.2,88.7,70.4,95.0,14.9
Colegio_39,Antonio Nariño,3,60.8,35.9,50.5,38.4,45.2,1,1,F,46.2,179797,1489362,18.5,9.3,8.2,83.7,26.2,91.2,10.1
Colegio_16,Puente Aranda,3,42.9,44.2,53.6,61.6,49.5,0,0,M,50.4,246116,1732058,14.5,8.9,9.4,88.2,41.2,92.5,12.7
Colegio_11,Los Mártires,2,66.0,59.7,55.0,72.6,73.2,1,0,F,65.3,324447,1274484,23.8,8.6,9.0,86.0,27.6,94.9,1.4
Colegio_25,Chapinero,6,78.2,68.4,39.9,63.9,81.1,1,1,M,66.3,153158,2764676,5.3,7.4,10.3,96.3,83.6,97.3,5.1
Colegio_33,Kennedy,4,58.4,58.2,46.2,81.2,65.7,0,0,M,61.9,1011301,1855181,16.9,8.3,9.3,88.9,49.2,83.4,7.2
Colegio_21,Usme,3,60.4,56.9,36.0,49.2,62.3,1,0,F,53.0,495408,1505279,18.8,9.0,9.8,86.0,41.1,84.4,9.4
Colegio_10,Antonio Nariño,2,46.5,82.3,44.2,50.9,62.2,0,1,M,57.2,179797,1489362,18.5,9.3,8.2,83.7,26.2,77.3,0.9
Colegio_9,Sumapaz,2,58.4,44.3,56.3,55.7,64.8,1,0,F,55.9,344465,1626165,19.6,7.6,8.7,85.7,34.7,89.5,2.8
Colegio_1,Barrios Unidos,3,60.8,48.4,60.4,57.5,55.3,1,1,F,56.5,246732,2464266,14.4,8.9,10.2,88.7,70.4,75.9,5.5
Colegio_34,Puente Aranda,3,39.8,51.7,33.0,45.4,66.1,1,1,F,47.2,246116,1732058,14.5,8.9,9.4,88.2,41.2,86.6,19.4
Colegio_31,Puente Aranda,3,43.5,41.3,64.7,64.2,72.1,1,1,M,57.1,246116,1732058,14.5,8.9,9.4,88.2,41.2,88.6,6.6
Colegio_21,Sumapaz,4,45.3,47.6,61.4,48.6,53.4,1,1,F,51.3,344465,1626165,19.6,7.6,8.7,85.7,34.7,82.2,9.6
Colegio_24,Tunjuelito,1,57.5,76.4,86.1,48.1,66.9,1,1,F,67.0,270499,1603700,19.6,10.3,9.7,89.3,44.5,89.8,3.9
Colegio_19,Fontibón,3,48.7,53.3,70.5,37.7,69.1,1,1,F,55.8,475856,2414409,10.7,7.7,9.3,88.8,61.6,75.8,12.2
Colegio_21,Santa Fe,3,57.3,59.2,36.8,73.0,72.7,1,1,F,59.8,339318,1479614,21.0,9.6,9.4,85.8,37.6,75.9,5.6
Colegio_25,Sumapaz,5,49.1,42.8,48.6,59.9,74.4,1,1,M,55.0,344465,1626165,19.6,7.6,8.7,85.7,34.7,95.6,4.1
Colegio_20,Puente Aranda,2,68.2,52.9,84.4,51.1,65.0,1,1,F,64.3,246116,1732058,14.5,8.9,9.4,88.2,41.2,84.0,10.3
Colegio_26,Usaquén,1,52.8,69.3,26.7,37.8,45.5,1,1,F,46.4,342004,3238341,5.0,7.2,10.1,93.8,94.4,78.2,0.1
Colegio_7,Usme,5,42.8,48.4,61.8,72.5,52.5,1,0,M,55.6,495408,1505279,18.8,9.0,9.8,86.0,41.1,88.1,0.2
Colegio_3,La Candelaria,3,74.6,77.1,74.2,49.9,73.4,1,1,F,69.8,171142,1311336,23.8,11.6,9.2,84.1,30.3,94.2,4.4
Colegio_40,Puente Aranda,2,79.8,59.9,65.4,51.0,35.1,1,1,M,58.2,246116,1732058,14.5,8.9,9.4,88.2,41.2,80.4,0.7
Colegio_8,Fontibón,3,64.3,72.4,52.5,55.5,54.7,1,1,M,59.9,475856,2414409,10.7,7.7,9.3,88.8,61.6,90.6,2.2
Colegio_30,La Candelaria,3,60.6,66.7,65.0,68.3,65.8,1,1,F,65.3,171142,1311336,23.8,11.6,9.2,84.1,30.3,77.1,6.8
Colegio_11,Antonio Nariño,4,54.7,64.3,61.3,66.3,57.0,1,0,M,60.7,179797,1489362,18.5,9.3,8.2,83.7,26.2,76.3,16.1
Colegio_8,Ciudad Bolívar,2,60.3,61.1,52.0,52.9,39.7,1,1,M,53.2,633863,1673046,16.4,8.8,9.0,92.3,36.4,88.3,11.4
Colegio_37,Teusaquillo,5,42.1,59.8,62.3,65.9,48.3,0,1,M,55.7,194327,2990383,5.1,7.0,10.5,94.4,90.1,88.5,10.3
Colegio_17,Rafael Uribe Uribe,3,41.2,70.3,52.0,58.8,70.4,1,1,F,58.5,222600,1728859,20.1,7.0,8.9,84.2,37.8,90.9,5.9
Colegio_8,Barrios Unidos,1,62.0,47.0,69.6,40.9,72.2,1,1,F,58.3,246732,2464266,14.4,8.9,10.2,88.7,70.4,93.2,18.6
Colegio_30,Barrios Unidos,3,40.8,60.6,61.0,46.3,34.9,1,1,F,48.7,246732,2464266,14.4,8.9,10.2,88.7,70.4,99.4,7.9
Colegio_16,Suba,3,76.8,38.8,48.7,53.9,52.1,1,1,M,54.1,829007,2455432,8.3,7.4,10.2,87.3,75.0,87.9,1.7
Colegio_4,Kennedy,6,45.6,74.6,65.2,49.4,37.3,1,1,M,54.4,1011301,1855181,16.9,8.3,9.3,88.9,49.2,83.1,12.3
Colegio_21,Fontibón,5,61.6,64.8,36.5,55.9,56.5,1,1,M,55.1,475856,2414409,10.7,7.7,9.3,88.8,61.6,94.9,2.3
Colegio_34,Engativá,5,40.1,61.4,50.5,54.8,43.0,1,1,M,50.0,945826,2815166,9.2,8.6,10.2,91.6,85.3,81.8,6.9
Colegio_40,Suba,4,54.8,48.6,83.1,91.1,56.3,1,1,F,66.8,829007,2455432,8.3,7.4,10.2,87.3,75.0,86.0,10.1
Colegio_35,Usaquén,4,60.0,54.9,57.0,50.9,43.8,1,0,F,53.3,342004,3238341,5.0,7.2,10.1,93.8,94.4,77.0,17.5
Colegio_13,Rafael Uribe Uribe,4,49.9,60.6,61.4,65.6,65.3,0,1,F,60.6,222600,1728859,20.1,7.0,8.9,84.2,37.8,75.6,9.9
Colegio_27,Teusaquillo,1,47.4,28.1,58.7,46.3,47.7,0,1,F,45.7,194327,2990383,5.1,7.0,10.5,94.4,90.1,99.1,14.0
Colegio_8,Usme,2,51.8,61.1,51.3,58.6,45.7,1,1,F,53.7,495408,1505279,18.8,9.0,9.8,86.0,41.1,95.9,19.9
Colegio_29,La Candelaria,2,70.7,50.3,49.6,42.1,43.2,1,1,F,51.2,171142,1311336,23.8,11.6,9.2,84.1,30.3,92.4,2.6
Colegio_16,San Cristóbal,4,67.1,71.4,46.9,63.2,38.5,1,1,F,57.4,404902,1665631,20.3,10.8,9.1,86.7,40.2,85.2,5.5
Colegio_5,Sumapaz,2,68.3,64.3,64.1,49.3,38.3,1,1,F,56.9,344465,1626165,19.6,7.6,8.7,85.7,34.7,79.3,7.9
Colegio_37,San Cristóbal,4,67.5,63.1,49.7,49.2,42.2,0,1,M,54.3,404902,1665631,20.3,10.8,9.1,86.7,40.2,78.9,8.4
Colegio_40,Puente Aranda,3,73.2,69.2,63.3,52.8,52.1,1,1,M,62.2,246116,1732058,14.5,8.9,9.4,88.2,41.2,81.3,8.2
Colegio_40,Bosa,2,64.7,65.6,73.0,45.1,39.6,1,1,F,57.6,748890,1774895,15.5,7.8,9.2,86.0,44.0,88.7,18.2
Colegio_10,Sumapaz,5,27.6,82.6,56.4,81.2,45.4,1,1,F,58.7,344465,1626165,19.6,7.6,8.7,85.7,34.7,92.9,14.3
Colegio_15,Los Mártires,3,62.7,61.6,53.6,72.2,67.5,1,1,M,63.5,324447,1274484,23.8,8.6,9.0,86.0,27.6,91.5,12.2
Colegio_21,Santa Fe,4,60.4,72.3,53.5,69.1,69.6,1,1,M,65.0,339318,1479614,21.0,9.6,9.4,85.8,37.6,82.0,6.2
Colegio_34,Chapinero,4,52.3,74.6,49.3,74.4,36.7,0,1,M,57.5,153158,2764676,5.3,7.4,10.3,96.3,83.6,98.9,16.5
Colegio_22,Engativá,3,37.3,54.7,49.9,53.6,71.5,1,1,M,53.4,945826,2815166,9.2,8.6,10.2,91.6,85.3,93.4,19.1
Colegio_22,Usme,3,46.8,67.4,62.5,72.4,57.1,1,1,F,61.3,495408,1505279,18.8,9.0,9.8,86.0,41.1,88.9,16.4
Colegio_9,La Candelaria,1,51.0,62.9,42.9,52.0,62.3,1,0,F,54.2,171142,1311336,23.8,11.6,9.2,84.1,30.3,90.3,0.0
Colegio_26,Barrios Unidos,3,65.5,52.5,61.9,39.8,78.3,1,1,M,59.6,246732,2464266,14.4,8.9,10.2,88.7,70.4,85.5,12.7
Colegio_13,Teusaquillo,2,63.6,67.3,44.4,22.3,60.0,1,1,M,51.5,194327,2990383,5.1,7.0,10.5,94.4,90.1,81.2,1.0
Colegio_18,Suba,1,41.1,63.6,55.9,87.5,25.2,0,1,M,54.7,829007,2455432,8.3,7.4,10.2,87.3,75.0,83.9,5.2
Colegio_1,Rafael Uribe Uribe,4,62.3,87.4,28.9,50.6,52.6,1,1,F,56.4,222600,1728859,20.1,7.0,8.9,84.2,37.8,93.9,1.2
Colegio_23,Santa Fe,2,32.0,65.0,64.8,48.8,60.9,1,0,F,54.3,339318,1479614,21.0,9.6,9.4,85.8,37.6,75.4,12.1
Colegio_33,Chapinero,3,49.9,67.0,76.3,38.0,57.0,1,1,M,57.6,153158,2764676,5.3,7.4,10.3,96.3,83.6,77.9,13.7
Colegio_31,Usme,4,54.8,71.5,48.1,73.0,53.8,1,0,F,60.2,495408,1505279,18.8,9.0,9.8,86.0,41.1,76.2,2.3
Colegio_21,Puente Aranda,4,64.0,61.3,51.4,52.9,35.5,1,1,M,53.0,246116,1732058,14.5,8.9,9.4,88.2,41.2,76.0,7.7
